joint_effort[0],joint_effort[1],joint_effort[2],joint_effort[3],joint_effort[4],joint_effort[5]
1.05035196986891,0.036083609878772,0.153669943469894,-0.208721762583592,-0.226335288136312,0.071900127275522
1.04070592568929,0.052484721781065,0.160203909608068,-0.204533074370181,-0.222888946795922,0.070273180844288
1.07052848063497,0.033900631965549,0.198341742684383,-0.208155926877478,-0.228431613509108,0.070407570454256
1.07872564966746,0.03295247348763,0.203790562661658,-0.20876260506313,-0.228607905617174,0.071876532792198
1.04625744607251,0.048101150502708,0.21511532919093,-0.205262907828939,-0.223011420557752,0.071183636262363
1.06179754046526,0.033712679650097,0.251303256159902,-0.207171008722166,-0.224774526826655,0.072733892162472
0.945606810569115,0.043335601711585,0.137907632777539,-0.206191737230154,-0.20305993283478,0.072307775718043
1.10301325652814,0.032359793193294,0.231932081634489,-0.207147800468586,-0.234391808730668,0.071442052151335
1.07654139578976,0.080566139477661,0.195773298600485,-0.19934566178798,-0.227560011513625,0.071470673353585
1.04190656122395,0.031345178391725,0.167251617913234,-0.20880573320536,-0.22309779550646,0.072529762744191
0.9587692541658,0.048369267720038,0.144351131138071,-0.20506345967778,-0.208262856785078,0.070137347588316
1.05494005117009,0.045194157825724,0.19410372523012,-0.204811782268136,-0.224065800449805,0.070908248165567
1.06190604504603,0.042862323944809,0.154844526287055,-0.20446752979954,-0.225352218281849,0.073326304704784
1.0565815443055,0.04426237020373,0.012879183672817,-0.201885863446166,-0.230964356546459,0.072664943177484
1.08685228650206,0.043869694200979,0.202132696698118,-0.204917434880324,-0.231253460939669,0.072763255237482
1.07847308905827,0.046716162922051,0.308250309415589,-0.204536398990516,-0.22743111138489,0.072017502105899
1.16302527271128,0.030697150846598,0.19170474068831,-0.20467115553452,-0.246643120673899,0.073144609372484
1.06885479827139,0.140601318745204,0.160032658262998,-0.183470252615637,-0.230006257800197,0.069029443551527
1.06807150791722,0.025465639975434,0.193954052770882,-0.206657361651617,-0.22908986432869,0.072860820154673
1.09272344820028,0.043171563678348,0.14208720928828,-0.204958659616932,-0.234311793295369,0.07440639415182
1.0501235975164,0.023273642947254,0.180928851187615,-0.206172344740681,-0.224679171440519,0.071575695909983
1.05526699612096,-0.047120792812525,0.177187471798915,-0.221351079848558,-0.225499802704384,0.073784841331501
1.08040362359413,0.059374685670705,0.201933149245607,-0.200305494456042,-0.231845876436764,0.073521206031958
1.08260300422503,0.051952183690147,0.272830799094366,-0.200204919342881,-0.229601421477056,0.070635197649046
1.12565699027002,0.063106968385778,0.180048435099717,-0.201381608815184,-0.237987293921438,0.073380366831532
1.04173780322688,0.059026125214855,0.18065927620025,-0.201233295085641,-0.223125761139491,0.071814739700231
1.05128714473867,0.059615626435144,0.181391328706325,-0.199722890811634,-0.223739690273471,0.068762957309502
1.04790483438713,0.048729068288263,0.229792982082712,-0.201327803758107,-0.217079431465278,0.06860952245638
1.04794252499237,0.038091596761589,0.185180324858226,-0.203294086361067,-0.218291420731967,0.07075106385892
1.00750776320308,-0.081073484589716,0.209948220409821,-0.22554659799849,-0.212636862752502,0.070393156313392
1.00916063194104,0.049998352872379,0.192606875342771,-0.200548962040293,-0.211847729712218,0.06841605236239
1.00777194860868,0.076479014841167,0.198961204648687,-0.199223763633779,-0.213146705128143,0.071757810121119
1.03520778853078,-0.017094862100937,0.233140232663698,-0.215938647161017,-0.217009061319469,0.073997629730014
1.05774898201183,0.014582552186255,0.184421985692902,-0.208096731167845,-0.223412226712447,0.072399737010722
1.04513939021968,0.07692157446252,0.149249303720558,-0.196815169877173,-0.2221535260318,0.072007169290369
1.03907795628183,0.02306423137542,0.219485484512245,-0.208505378476319,-0.217769764205088,0.073810808721127
1.10459014808219,0.060621842681865,0.202803159496385,-0.200419502081772,-0.232148563006644,0.072174987266856
1.0828821585479,-0.046993398611996,0.225292108874167,-0.217784072859087,-0.229952087684748,0.071891451893279
1.07327357232199,0.106555750700413,0.176090909048347,-0.191377258618892,-0.229250370803287,0.071275286403267
1.0882820874321,0.008697579275991,0.163541330771631,-0.21070013335183,-0.231291633176182,0.073299193010834
1.07602472235292,0.055076325788569,0.192005945597395,-0.203233525675432,-0.228716187708415,0.072760900390306
1.03026469585344,-0.05482431591997,0.235660073543244,-0.225354811618156,-0.22003263083422,0.074481862033767
1.05713469097557,0.065963398816792,0.215330879437577,-0.200009004212676,-0.225327867374085,0.070736313867008
1.09135003445355,0.060808350466381,0.198551291314769,-0.199742328478038,-0.229418055462591,0.067833605738611
1.09245245466182,-0.050547063917805,0.159287337331984,-0.222875242866601,-0.227035403996207,0.073034263743506
1.07164045692983,0.073310918429457,0.188661351133766,-0.198769194439731,-0.228949459535112,0.072368186690286
1.21383318985478,-0.004650918585646,0.235309441584816,-0.208871144725632,-0.256083809471996,0.069757138820684
1.04936565380483,0.036666892422041,0.143281007823145,-0.205313962934355,-0.222450150946023,0.072268392713003
1.02866932211255,0.033659537073408,0.210011911044033,-0.20629912970622,-0.219940577774072,0.071499598866928
1.18363984053882,0.038442675290457,0.287885179931292,-0.208481934886605,-0.246311526454981,0.074972957433851
1.02267479899898,0.056287922106713,0.173770486460358,-0.202825529031955,-0.216237363863106,0.074954890565792
1.03468084613636,-0.061378508555472,0.20895636486495,-0.222429208375462,-0.219403223040203,0.072240873228573
1.06028484519743,0.150733238905597,0.204601895121938,-0.190074287613437,-0.223373226822058,0.074879285153047
1.04659375612236,-0.064587845175794,0.1694683032737,-0.226418558179401,-0.221482778740988,0.075107799711687
1.05255634251806,-0.111769341921171,0.184333062682805,-0.231248634700646,-0.221713380932344,0.072624564955006
1.03608915198777,0.042916825525123,0.180786947849567,-0.203476804642152,-0.220270268176156,0.070601299879222
1.06441828715917,0.069606245468986,0.366477347015531,-0.200279112020731,-0.22187962392056,0.069642301434621
1.04124381241401,0.047135311118437,0.165879083444572,-0.203158828563229,-0.222221107927598,0.070274828813331
1.0670740358705,0.032281704053278,0.180963944975601,-0.206829608435366,-0.226319892355724,0.069863487977509
1.08462804457801,0.102657296729886,0.168913241600487,-0.19570794054342,-0.230543095542597,0.07102641954212
1.06085147194201,-0.002650330779605,0.200283544409098,-0.214425420454767,-0.226652733204868,0.072380228438298
1.05888586175773,-0.027310839909311,0.152869400481488,-0.215273253947759,-0.224050008045492,0.068828362290435
1.06131637333251,-0.069294772378397,0.163898793674069,-0.23061817907854,-0.227144061495956,0.075427152972636
