,joint_effort[0],joint_effort[1],joint_effort[2],joint_effort[3],joint_effort[4],joint_effort[5],cluster
116,0.002202336918208,0.288690190050005,-1.36932193727918,-0.440182791680348,-0.388928471844948,-0.037968075846741,0
117,0.014349141795233,0.279289777802507,-1.39131202433225,-0.441719232609936,-0.395018188507364,-0.038398366735003,0
118,0.002296879014509,0.27503545884568,-1.40165454939344,-0.443440128753098,-0.39253485884292,-0.033602979726597,0
119,-0.00610337401013,0.282999514840414,-1.39910861437998,-0.441819170300974,-0.390183160933815,-0.031718909937075,0
120,0.039867014893219,0.29714604833797,-1.4056117965606,-0.437290283212009,-0.401279498407612,-0.038299841445831,0
121,-0.009684590553025,0.292019630975612,-1.42275641720067,-0.4376423238746,-0.389817524466532,-0.036635310303494,0
122,0.02454361921401,0.280866312359761,-1.4121908658978,-0.439297745967216,-0.397852391440847,-0.037427708251627,0
123,0.003177247061894,0.269343689123637,-1.38162879591624,-0.444507277241655,-0.388665370569703,-0.03512156352239,0
124,0.003621267771765,0.274765623553082,-1.40013897852455,-0.441990126321348,-0.389231124394693,-0.03500555831554,0
125,-0.013131739453304,0.272810925682463,-1.39167700910055,-0.44055635294019,-0.384304238016061,-0.035813175715018,0
126,0.012400776928083,0.281416052899636,-1.39121708108175,-0.44010458743972,-0.389328771778596,-0.035633637831244,0
127,-0.002993484250706,0.286723835002171,-1.38579369299364,-0.438794537152887,-0.388361707373034,-0.033193398634406,0
128,-0.008684609705885,0.287328242017269,-1.3877127735896,-0.438608770267371,-0.385042002250991,-0.032646797158133,0
129,0.037328087171266,0.284287969065076,-1.40575294998172,-0.43907119380779,-0.397120142254295,-0.032114827843408,0
130,0.015152738966837,0.274862634396427,-1.40177980978813,-0.441096801344813,-0.39218569328891,-0.032549117726227,0
131,0.173052522852808,0.292052140164851,-1.3500095569271,-0.437780602632183,-0.422714791773535,-0.033127230567703,0
132,-0.006188608778104,0.266150167939438,-1.40949438315323,-0.441728554877332,-0.387487723437346,-0.027716620794434,0
133,-0.001603950569833,0.274003782672252,-1.4211840266992,-0.442126858554702,-0.391113206483753,-0.031329190817806,0
134,-0.003287334399881,0.280780548197448,-1.38459234235979,-0.439031759505179,-0.387392766693911,-0.030041802209903,0
135,0.032383434304766,0.277212257246819,-1.39827182021428,-0.441552746446007,-0.39630074120875,-0.029576733192618,0
136,0.030037468779566,0.277327462444492,-1.40657345075687,-0.44062534574589,-0.395694467903826,-0.033156269918941,0
137,0.011563284668438,0.266340784991769,-1.39359572596558,-0.441938810968868,-0.391762974219483,-0.030156345356908,0
138,0.007628535500859,0.279250696807457,-1.3956058858577,-0.438899264408934,-0.390901666390234,-0.033883430126161,0
139,0.005441422153241,0.275423576521721,-1.37138067409286,-0.439451514048659,-0.38951095600633,-0.034571410956594,0
140,0.039476633149849,0.27062361656389,-1.38701075536149,-0.439705627139768,-0.397794307983506,-0.033550410730487,0
141,0.010824416072588,0.271934965729546,-1.42597795601395,-0.439885686291338,-0.392976830637094,-0.034133379393632,0
142,0.02897612734643,0.274827208346732,-1.41078075097477,-0.436800317402712,-0.396021242628097,-0.036004938649032,0
143,0.007634975267382,0.268763436516796,-1.39934809830572,-0.437882340653453,-0.391351067416612,-0.03675579301818,0
144,-0.025673510420453,0.277959308729598,-1.39141090545182,-0.439810570808492,-0.384126714225829,-0.033476879432972,0
145,0.006887045481214,0.275128678440454,-1.40496346497046,-0.438725692672697,-0.392895695301501,-0.031036996653839,0
146,0.167051774786974,0.28649959317834,-1.35044167616095,-0.437459184680387,-0.424799072852073,-0.029538696190501,0
147,-0.016263076822189,0.275106782315932,-1.406655622127,-0.437277898870896,-0.386354663492842,-0.033420705619206,0
148,0.037284450414617,0.2719310366555,-1.39640497813984,-0.438748060579362,-0.396941170125016,-0.033495153180822,0
149,0.039914452762277,0.286689906820848,-1.39337257339617,-0.437760719867389,-0.397580697772606,-0.033565454646064,0
150,0.021173144313186,0.271207089485963,-1.41434861634031,-0.440419766363937,-0.396727492857899,-0.032115765950806,0
151,0.013734696342334,0.273524747284848,-1.40692077350306,-0.441738310814838,-0.394102804932554,-0.03591967484202,0
152,0.027839351766866,0.293432022505941,-1.42155011223309,-0.436204675100758,-0.39692736074654,-0.036603807539209,0
153,0.041669031380582,0.284396945948894,-1.39418415664706,-0.437800426214616,-0.397820854543653,-0.032982522725805,0
154,-0.014877525850758,0.279482443358843,-1.38636404842923,-0.43743828052127,-0.38511591159216,-0.033178408895853,0
155,0.010525019847814,0.279666456081598,-1.38353820403642,-0.437836339003095,-0.389832367041174,-0.036597935640474,0
156,-0.000626632923307,0.269811043458675,-1.40135229613555,-0.439331868739325,-0.386714569938423,-0.032622546989999,0
157,0.031320165480614,0.270484238908631,-1.4120298837602,-0.439005175289738,-0.395843873134895,-0.031396806249382,0
158,0.032613453708881,0.284684602602399,-1.3999869538715,-0.435523055589871,-0.394814590302404,-0.033590973296446,0
159,0.025517834059423,0.296976653642316,-1.38933986658793,-0.430846221216779,-0.39339059065282,-0.03812319811231,0
160,0.009873576297865,0.291217629668939,-1.40185635576032,-0.434432179760693,-0.393190287929081,-0.036082023293937,0
161,0.018241113532504,0.276904444827591,-1.41845708423439,-0.437472736457762,-0.396463198551144,-0.033053653814633,0
162,-0.104639102367347,0.268365036786122,-1.44497430858195,-0.438312706945036,-0.37110395725246,-0.032092795006193,0
163,0.048076060358709,0.280145574198105,-1.38883350634035,-0.435962021576797,-0.397777357441506,-0.034395119266232,0
164,0.028809720929633,0.296214224603943,-1.40112887927307,-0.432401350525834,-0.396386820781764,-0.036599763012661,0
165,0.029444444251851,0.28350053380173,-1.388487115621,-0.435604337036638,-0.394165280932767,-0.03194488964342,0
166,0.039583189527859,0.291358272670348,-1.40246172286082,-0.432886415754747,-0.397383808270626,-0.036666688511057,0
167,0.010003951401553,0.279084088610692,-1.4044847341092,-0.436511094801628,-0.390962806367847,-0.034751396039032,0
168,0.000623281695886,0.284744688117173,-1.40469885456578,-0.437259049946727,-0.390401904578613,-0.036129767508315,0
169,0.024275649029841,0.284164770334181,-1.42558496575862,-0.435816200404125,-0.397280181862594,-0.033744294526429,0
170,0.021579905461709,0.288660505117592,-1.41082590787761,-0.434528303454597,-0.394709271724037,-0.030595116986079,0
171,0.149189413279803,0.963562755744935,-1.4152734183688,-0.236195788094171,-0.422392372276261,-0.070978659297119,1
172,0.006766778564562,-0.153104729341798,-1.277807594041,-0.294332638463436,-0.352990976817374,-0.004200572130484,0
173,0.084806574533891,-2.2299324984513,-1.11067906407459,-0.594000212837901,-0.298543277657781,0.19198530149803,1
174,0.600188005231601,-0.919493957617546,-1.16633678595739,-0.138203224563622,-0.366908711469584,0.154736880221921,1
175,0.719706426100758,-2.57777181555977,-1.03283384770618,-0.333716558929991,-0.338312032041735,0.186880042981864,0
176,0.902439005847163,-2.19289630697038,-1.22126280366962,-0.16132817073947,-0.330353659594734,0.16949925315187,0
177,1.66610945550561,-1.91890963357927,-0.718484090407713,-0.0503893676524,-0.421997706901436,0.146312958001231,0
178,2.14008151594089,-1.96905042244377,-0.610856909287895,-0.019836039122206,-0.478768325145342,0.120622307319236,0
179,2.52615603414303,-1.89281714789557,-0.425610093113675,-0.097525362948282,-0.500107712826788,0.242713152254764,0
180,1.77715462569835,-2.53985962553686,-0.830045254535659,-0.088627344479005,-0.389970795317932,0.179582557081629,0
181,1.98266153772458,-2.02835515366395,-0.753545104127767,0.152877465154594,-0.465935793024145,0.068434960297304,0
182,1.32261427900891,0.210000955383676,-1.32445763187968,0.712034560560872,-0.413407699545787,-0.044922154814006,0
183,2.06071841358414,-1.01768852151106,-0.851274464946896,0.33342238962866,-0.508648313458372,0.104933850948207,0
184,1.20311199860607,-1.80396530118603,-0.878811509296303,0.25552047328518,-0.363390555836129,0.052656159538389,0
185,2.7722136085506,-3.3855211629711,-0.169873936803055,-0.168362036473228,-0.605723177204394,0.175788695022301,0
186,2.11970770979383,-3.2357647756317,-0.28441430546558,-0.150692550367292,-0.478504629837524,0.203341713586825,0
187,1.21509045327128,-1.98025282076293,-0.96859330337923,0.167470695232071,-0.37416712244275,0.087932595615237,0
188,1.84372754729584,-1.7951388651853,-0.690988274869779,0.159500899449692,-0.5025219132852,0.076999563282045,0
189,1.38335758657893,-2.0194275879641,-0.807458399281187,0.054439728844486,-0.402797411319402,0.112185280367265,0
190,1.60384412259683,-2.9015882978682,-0.518022179577608,-0.199028655980663,-0.405726321302608,0.178847273676918,0
191,1.50968740272074,-2.28333132863493,-0.540869784770656,-0.079658563960592,-0.391681774084722,0.157815602003741,0
192,1.25149596880285,-1.46509996748869,-0.791822991887418,0.114329887726182,-0.369306089752404,0.11397749332147,0
193,1.32672920302399,-1.73916388738122,-0.76509734267402,0.065391163783099,-0.391089594544658,0.11304409560074,0
194,1.32677758469531,-1.53620274265829,-0.757404764215694,0.104655414356525,-0.386142994321871,0.108556616100075,0
195,1.4130434571495,-1.83564350355943,-0.648200272999249,0.02142401295636,-0.38958900441592,0.133505656184225,0
196,1.36462718193029,-1.98352162578902,-0.63864171839238,-0.026238919012974,-0.371762429725197,0.143139834476957,0
197,1.3622822868507,-1.95055871998691,-0.662280967533765,-0.008366361270732,-0.376593197482754,0.131903100545794,0
198,1.38411949416312,-1.68654368321497,-0.681631905997298,0.060381511974453,-0.390156313620107,0.108908438722558,0
199,1.33902942197369,-1.685308787823,-0.69175846391175,0.070066484505289,-0.384641851997449,0.09634285581961,0
200,1.41218461195657,-1.70645876735071,-0.719984349982997,0.055536307942308,-0.397972762674334,0.101963426348303,0
201,1.42514735536934,-1.86615342913302,-0.712466572985631,0.009084469973178,-0.397309909139097,0.118489858358472,0
202,1.40577884188304,-1.92217173799517,-0.691965175222421,-0.008480399401483,-0.389728178265666,0.124845770062483,0
203,1.42189672578479,-1.83071356348564,-0.725519362879626,0.011861367574127,-0.397328486160714,0.121216695581229,0
204,1.37012845478473,-1.74140859255351,-0.732454961811196,0.038305438102316,-0.390744953600369,0.110871524797456,0
205,1.37545617666145,-1.70704408392779,-0.717027530928916,0.048304007638804,-0.39289059135157,0.108727725138582,0
206,1.4315227612192,-1.81250199750023,-0.709067992338139,0.023720733443645,-0.404283376554488,0.113730862149731,0
207,1.40957412318547,-1.89944733277876,-0.705252908831535,-0.004060600820006,-0.39545910667246,0.126186364437897,0
208,1.42223516956475,-1.84430902499224,-0.831547064280735,0.004784877582039,-0.40290671966299,0.121293306388659,0
209,1.40255197872871,-1.8089328384431,-0.712371390750992,0.016647682113167,-0.396966312704706,0.110174953389683,0
210,1.41137135890225,-1.76464611631644,-0.727191483548275,0.026732979474087,-0.399861094550625,0.113331979090364,0
211,1.41633914728234,-1.7687620912619,-0.704712860749406,0.025583601777592,-0.398363103846768,0.110608633255908,0
212,1.41581730754209,-1.83792859452183,-0.701626930685045,0.005383569836481,-0.396759343447411,0.115095861764402,0
213,1.42347311859963,-1.87167331207938,-0.703226967942251,-0.00213192676956,-0.39728796622819,0.120492107945792,0
214,1.44051858360502,-1.76853217671525,-0.745903521367707,0.020626527954863,-0.404059738177032,0.112873094771956,0
215,1.42319271225104,-1.78475039814681,-0.712485571951915,0.020674112998117,-0.400448034641678,0.11105731150211,0
216,1.4222281898131,-1.79000780919541,-0.728959619460298,0.018510002821732,-0.40200734171633,0.113127803642734,0
217,1.4264759001578,-1.81966391721148,-0.724849849432092,0.008815275473555,-0.40109381931266,0.117528978379559,0
218,1.44001017950539,-1.84457887733673,-0.712994296902345,0.001781804070789,-0.402774106942938,0.118313227468604,0
219,1.4328309425124,-1.84230072484037,-0.696927093382026,0.003513729078136,-0.400985688465791,0.118898013158716,0
220,1.40708074333924,-1.78938260614837,-0.713813226234147,0.017655093729967,-0.397692533760072,0.113338517845118,0
221,1.41406317122822,-1.77515654104909,-0.714146873519916,0.021336173809612,-0.400066811501191,0.111794644909408,0
222,1.41511455443387,-1.80325969969025,-0.716267714895692,0.014300628220872,-0.397502771474686,0.10991627715746,0
223,1.43107727541634,-1.82424377721821,-0.696381069197001,0.005527429483913,-0.398731875292131,0.114711859949204,0
224,1.43796379680314,-1.74026981574732,-0.716379480083119,0.022400945584618,-0.401029728330047,0.118062754868449,0
225,1.42393694719277,-1.8140785914115,-0.703604459782115,0.006863674588717,-0.397564227675045,0.113900618608285,0
226,1.4180432466775,-1.79475413513213,-0.729156825572188,0.01199520787869,-0.395476506919595,0.112545165296979,0
227,1.41967112530926,-1.80013402478997,-0.71411100845263,0.009888895263305,-0.396623958814244,0.111153523747233,0
228,1.42463691032088,-1.81706539691155,-0.711653324188058,0.003914606434457,-0.395943142348985,0.109475188012834,0
229,1.42092011534343,-1.83976729425928,-0.705043689816716,-0.001396363644431,-0.394777374118445,0.117831811959962,0
230,1.43340862582664,-1.82434303369984,-0.698995545719478,0.00163482836198,-0.399527944804372,0.120512151182227,0
231,1.42343617859672,-1.81400923611509,-0.71947384414761,0.00455604639371,-0.398964593987996,0.120530907975933,0
232,1.3891380753462,-1.79748656282063,-0.722662911848846,0.010151605168844,-0.393175953140207,0.117740821772134,0
233,1.40889849465112,-1.8058379205016,-0.721086000310909,0.008210615350752,-0.398299727153439,0.114913431843945,0
234,1.40249156010549,-1.81125023406051,-0.742263435578303,0.007416980952627,-0.397015919349426,0.111018675696789,0
235,1.41069573718794,-1.80392595792417,-0.725667024977629,0.009831899127574,-0.398183737576094,0.112190529227706,0
236,1.39173276919815,-1.79371429427091,-0.730569502689275,0.009750231591286,-0.393930188381292,0.113074490545824,0
237,1.40748052452303,-1.7834119135416,-0.713943042966265,0.012988079168363,-0.395574235609617,0.113947782520601,0
238,1.38875382867438,-1.81881310059669,-0.71864609291724,0.004741368453242,-0.390645726959739,0.117103480843436,0
239,1.39720097507656,-1.80626090632124,-0.621768255449854,0.004371928726232,-0.39047733976837,0.121627387442183,0
240,1.41929348924436,-1.83516102734405,-0.74321284893992,-0.00261031168214,-0.399399317578779,0.122959452841332,0
241,1.41364677989783,-1.81210127060772,-0.719877172572911,0.000993542289906,-0.396532154691485,0.119453477625385,0
242,1.39201619267522,-1.78735942669973,-0.723006222066375,0.0064564388208,-0.39343023006389,0.11192763734442,0
243,1.42743929692696,-1.7045032414805,-0.726137570504854,0.024572185415771,-0.400120985648892,0.104575611208353,0
244,1.40137952047481,-1.80802955977255,-0.700343490453695,0.003222169603148,-0.393108853728699,0.110026619255599,0
