joint_effort[0],joint_effort[1],joint_effort[2],joint_effort[3],joint_effort[4],joint_effort[5],joint_effort[6],joint_effort[7],joint_effort[8]
1.99694009658284,-1.80998128410899,-0.371448273351003,-0.335143779726136,-0.291174284257099,0.228660583630721,,,
2.00262224353353,-1.79504813224187,-0.382798431242557,-0.332473251107347,-0.29139425478543,0.225942957757147,,,
2.0256469563294,-1.80087085807718,-0.392378972489778,-0.33469590038687,-0.296034531600558,0.224875038409576,,,
2.02782442953966,-1.80705972950682,-0.391131243383371,-0.335364952175359,-0.294150983263896,0.225724124389143,,,
2.01788449470251,-1.75418140739928,-0.362340406901731,-0.329358624182201,-0.290969691401352,0.227234075067748,,,
1.98474599837701,-1.7876288863072,-0.364623829673519,-0.331457980803807,-0.285224085002646,0.22577957166356,,,
2.00601944929423,-1.78590488373789,-0.37215954529729,-0.331440034624629,-0.28995466929924,0.224332254056506,,,
2.04000851260869,-1.75151028241637,-0.391293696490745,-0.329472243113718,-0.296462069840159,0.229402835401384,,,
2.00507040993103,-1.75107601800247,-0.370853602245134,-0.327891446103467,-0.286224095796562,0.227941580107167,,,
1.97657025213584,-1.79313084945879,-0.36452375558772,-0.331146297773459,-0.28397361805581,0.225163143906156,,,
1.98148244799325,-1.78535633439698,-0.373395257377131,-0.329922086234925,-0.285854353320843,0.223401843100793,,,
2.00270987724861,-1.79898581106548,-0.358384381266469,-0.33320952736071,-0.290180205932573,0.22346141023331,,,
2.00938956697676,-1.79807691034669,-0.38937857053456,-0.334103279034139,-0.288845196675169,0.226417400640738,,,
2.01325943209037,-1.77087336698563,-0.362219778701559,-0.331298026105843,-0.290190489454918,0.225858576412175,,,
1.99880624110666,-1.78788187326485,-0.376330405965253,-0.330949584172326,-0.289700730142448,0.221973877083886,,,
2.00790884413639,-1.77765470283191,-0.36143928520793,-0.329698878471032,-0.291147899048106,0.2219003426563,,,
2.0063414146645,-1.78517661654453,-0.370877400503572,-0.329271846034689,-0.289828644534744,0.22165706552814,,,
2.00180259418283,-1.80288939013753,-0.357935292786336,-0.333776207409255,-0.286847863116179,0.224236823240043,,,
2.00571000614947,-1.7922404014505,-0.374093985971503,-0.330437438496299,-0.288895835838436,0.223755691100283,,,
2.02150308128734,-1.7912056978281,-0.367934538974542,-0.331893120918875,-0.293333597662776,0.224430933677358,,,
2.02511372895377,-1.80753968857947,-0.373249268731403,-0.334532668494886,-0.294088033407225,0.224848335477105,,,
2.0100624022406,-1.77816208396548,-0.345866133218803,-0.330180628355118,-0.293735317321637,0.224277604043535,,,
2.03029130642512,-1.77518416704025,-0.338653998708473,-0.328041523299737,-0.292364954228004,0.224043380429782,,,
2.01456091776619,-1.77806974767644,-0.35341666270867,-0.327304809552861,-0.290236411949114,0.221991722548583,,,
2.02249578545248,-1.7775683501485,-0.367047350688778,-0.329985872963585,-0.292656247361959,0.222537164804257,,,
2.01853170347002,-1.77951587144355,-0.38113354730688,-0.331088113212684,-0.293447909874887,0.221626941815415,,,
2.00133684954485,-1.78123216974683,-0.373960718081122,-0.331099748091935,-0.292567844982688,0.221974398462712,,,
1.96979900080173,-1.8053495310348,-0.375734339232518,-0.331506797740765,-0.285816998635122,0.220756674571841,,,
2.02401798383972,-1.77491668891363,-0.399675845102796,-0.329788476945658,-0.292619765267536,0.223078919964902,,,
2.00147532017995,-1.78244866431829,-0.337305750241255,-0.327322940888354,-0.288382448137115,0.220142067069554,,,
1.99806632825386,-1.77893223494255,-0.358386018339549,-0.327087219301168,-0.289304951466382,0.219102726002711,,,
1.9573779147338,-1.86483125290145,-0.344590056376716,-0.345878313872167,-0.280487497838197,0.221845221394777,,,
2.02555506136692,-1.76164354898484,-0.360456963349326,-0.324802615882922,-0.295019491065706,0.218975494726805,,,
1.99139237297775,-1.76196556412737,-0.328991939158607,-0.327382881426324,-0.289401838384875,0.219656109840411,,,
1.8502709825762,-1.69363151016829,-0.421546364266708,-0.313752383528578,-0.25928395815693,0.220995416454758,,,
2.02484003067537,-1.77994763559905,-0.361076352968073,-0.327780159316198,-0.292759297790481,0.220672912692609,,,
1.98998480546065,-1.77555513351412,-0.355098768382548,-0.326855347795483,-0.289604879520217,0.219636998579761,,,
2.03645142137336,-1.76229775548338,-0.389175506471148,-0.3284259061006,-0.292193701524371,0.223912425408373,,,
2.02109924508937,-1.79604299732369,-0.362785593304356,-0.33189440546468,-0.291430004455166,0.220548920694481,,,
2.02990983990796,-1.79453756129185,-0.354819990868068,-0.333423276430538,-0.292598857001855,0.220774332438114,,,
