,base,rotation,translation,base1,rotation1,translation1
170,0.756746,-0.17189889,0.036474906,1.0,0.0,0.0
171,0.93761706,-0.0008091815,-0.029321447,1.0,0.0,0.0
172,0.9356154,-0.0064674504,-0.032424033,1.0,0.0,0.0
173,0.7625874,-0.0206212,-0.036207378,1.0,0.0,0.0
174,0.8825265,-0.097385496,-0.0030502304,1.0,0.0,0.0
175,-0.10346478,-0.1130486,0.86241794,0.0,0.0,1.0
176,0.80686903,-0.119758055,-0.022057928,1.0,0.0,0.0
177,0.9242518,-0.0009642802,-0.03204918,1.0,0.0,0.0
178,0.83064806,-0.10942273,-0.015599407,1.0,0.0,0.0
179,0.9419981,-0.012939889,-0.025401205,1.0,0.0,0.0
180,0.9226296,-0.1355603,-0.009811297,1.0,0.0,0.0
181,0.8979144,0.029183153,-0.042786643,1.0,0.0,0.0
182,0.814739,-0.10856195,-0.028936595,1.0,0.0,0.0
183,0.92583203,0.0064736865,-0.03357847,1.0,0.0,0.0
184,0.8120539,-0.12686591,-0.030635782,1.0,0.0,0.0
185,0.9310109,0.009460311,-0.03164792,1.0,0.0,0.0
186,0.92288053,0.0002133064,-0.03741967,1.0,0.0,0.0
187,0.8932191,-0.12650602,-0.014903277,1.0,0.0,0.0
188,0.47852677,-0.24352147,0.26413715,1.0,0.0,0.0
189,0.91838586,-0.16121754,-0.00998535,1.0,0.0,0.0
190,0.8363792,-0.094980314,-0.027355678,1.0,0.0,0.0
191,0.9414439,0.0022010617,-0.020345405,1.0,0.0,0.0
192,0.8372402,-0.09401004,-0.029943474,0.0,0.0,1.0
193,-0.06063782,0.8031973,0.0860548,0.0,1.0,0.0
194,0.9232374,0.0049350373,-0.036497466,1.0,0.0,0.0
195,0.8233336,-0.12338522,-0.017055191,0.0,0.0,1.0
196,0.8121867,-0.08821343,0.020477153,1.0,0.0,0.0
197,0.81143904,-0.22181042,-0.053628057,1.0,0.0,0.0
198,0.9299121,0.0003854297,-0.0380771,1.0,0.0,0.0
199,0.9220591,-0.11682987,0.0009226315,1.0,0.0,0.0
200,0.92708594,0.0016384237,-0.04218567,1.0,0.0,0.0
201,0.9432069,-0.0074597485,-0.028452367,1.0,0.0,0.0
202,0.7910109,-0.083596006,0.039404735,1.0,0.0,0.0
203,0.9168197,-0.14584103,-0.013449501,1.0,0.0,0.0
204,0.8121692,-0.18457668,-0.047420703,1.0,0.0,0.0
205,0.9006171,-0.10623953,-0.0072923154,1.0,0.0,0.0
206,0.8414931,-0.10397805,-0.015619241,1.0,0.0,0.0
207,0.021980118,0.72851545,-0.045680717,0.0,1.0,0.0
208,0.7990856,-0.098672375,0.023296535,1.0,0.0,0.0
209,0.8060249,-0.2219824,-0.0462566,1.0,0.0,0.0
210,0.8462204,-0.08318646,0.005664721,1.0,0.0,0.0
211,0.9270527,0.016882773,-0.033861034,1.0,0.0,0.0
212,0.9358779,-0.0058987625,-0.028707772,1.0,0.0,0.0
213,0.78920376,-0.112972304,0.008445881,1.0,0.0,0.0
214,0.8272731,-0.20765166,-0.06104093,1.0,0.0,0.0
215,0.9375688,-0.01672468,-0.033925183,1.0,0.0,0.0
216,0.80352587,-0.19512047,-0.030062199,1.0,0.0,0.0
217,0.9291986,-0.005497601,-0.035785466,1.0,0.0,0.0
218,0.81928015,-0.21777911,-0.050683,1.0,0.0,0.0
219,0.8206534,-0.114945516,-0.0168828,1.0,0.0,0.0
220,0.94095504,-0.17442729,-0.015064128,1.0,0.0,0.0
221,0.8701924,-0.090747565,-0.01637825,1.0,0.0,0.0
222,0.79780257,-0.2154208,-0.04544071,1.0,0.0,0.0
223,0.8131783,-0.0780385,0.015694931,1.0,0.0,0.0
224,0.9258495,-0.15025893,-0.016797762,1.0,0.0,0.0
225,0.15592308,-0.16002874,0.5469099,1.0,0.0,0.0
226,0.9263439,-0.0009208955,-0.042643398,1.0,0.0,0.0
227,0.82724637,-0.08862178,-0.0039536655,1.0,0.0,0.0
228,0.8033186,-0.22335796,-0.061741278,1.0,0.0,0.0
229,0.8774028,-0.20149441,0.04671505,1.0,0.0,0.0
230,0.8210463,-0.098705396,0.0011262,1.0,0.0,0.0
231,0.9117886,0.0054609217,-0.039104253,1.0,0.0,0.0
232,0.84488404,0.09797068,-0.04590658,1.0,0.0,0.0
233,0.9253867,0.008091878,-0.037181787,1.0,0.0,0.0
234,0.7931675,-0.057904664,-0.030307079,1.0,0.0,0.0
235,0.8290498,-0.09923877,-0.01259613,1.0,0.0,0.0
236,0.9379732,-0.10738495,-0.00796682,1.0,0.0,0.0
237,0.9330301,-0.13393323,-0.009900957,1.0,0.0,0.0
238,0.93010014,-0.15408127,-0.015021838,1.0,0.0,0.0
239,0.8269035,-0.19560793,-0.05238148,1.0,0.0,0.0
240,0.806507,-0.106294915,0.016880393,0.0,0.0,1.0
241,0.8180052,-0.09273858,-0.0022401437,1.0,0.0,0.0
242,0.9155382,-0.17474389,0.0054840706,1.0,0.0,0.0
243,0.7846538,-0.20098114,-0.03593947,1.0,0.0,0.0
244,-0.19126981,-0.10379268,0.97778404,0.0,0.0,1.0
245,0.95631266,-0.124726966,-0.006896116,1.0,0.0,0.0
246,0.9274746,0.0046165846,-0.04056961,1.0,0.0,0.0
247,0.93471885,-0.0010536648,-0.031008542,1.0,0.0,0.0
248,-0.013775021,-0.18189348,0.8763899,0.0,0.0,1.0
249,0.8277309,-0.090428695,-0.0067563057,1.0,0.0,0.0
250,0.87170416,-0.21474345,-0.08829447,1.0,0.0,0.0
251,0.8870728,-0.16537938,0.011014231,1.0,0.0,0.0
252,0.63094175,-0.20356232,0.0932025,0.0,0.0,1.0
253,0.93961257,-0.0075485,-0.029642694,1.0,0.0,0.0
254,0.9171396,-0.13762067,0.0020756125,1.0,0.0,0.0
255,-0.011554692,-0.050369997,0.99117875,0.0,0.0,1.0
256,0.81756425,-0.19444285,-0.06723211,1.0,0.0,0.0
257,0.81056094,-0.08366339,0.021286026,1.0,0.0,0.0
258,0.8337002,-0.11951178,-0.03912066,1.0,0.0,0.0
259,0.7928496,-0.21903668,-0.044858605,1.0,0.0,0.0
260,0.90812606,0.0054889135,-0.046729848,1.0,0.0,0.0
261,0.8144486,-0.22433181,-0.059954405,1.0,0.0,0.0
262,0.8217969,-0.17731953,-0.065909155,1.0,0.0,0.0
263,0.8210337,-0.20783089,-0.061392896,1.0,0.0,0.0
264,0.9570941,-0.15940224,-0.009154402,1.0,0.0,0.0
265,0.8352733,-0.10987002,-0.030749224,1.0,0.0,0.0
266,0.8170531,-0.09234327,0.016415715,1.0,0.0,0.0
267,0.96027374,-0.15088691,-0.013924599,1.0,0.0,0.0
268,0.93516076,-0.009664979,-0.020925745,1.0,0.0,0.0
269,0.8101977,-0.23693447,-0.041766867,1.0,0.0,0.0
270,0.8911753,-0.10941486,-0.01672884,1.0,0.0,0.0
271,0.817795,-0.07413912,0.010402024,1.0,0.0,0.0
272,0.814052,-0.20562486,-0.047028303,1.0,0.0,0.0
273,0.046657693,0.73894554,-0.031555258,0.0,1.0,0.0
274,0.92636967,-0.12953736,-0.01167186,1.0,0.0,0.0
275,0.83775675,-0.09994866,-0.01704625,1.0,0.0,0.0
276,0.9200586,-0.13714223,-0.013426609,1.0,0.0,0.0
277,0.9233291,0.008401196,-0.03908793,1.0,0.0,0.0
278,0.94346905,-0.008051474,-0.029440477,1.0,0.0,0.0
279,0.9262993,-0.15253966,-0.016914822,1.0,0.0,0.0
280,0.83374274,-0.21699117,-0.06148468,1.0,0.0,0.0
281,0.93214166,-0.004000593,-0.0283138,1.0,0.0,0.0
282,0.025149327,0.70814997,-0.06987597,0.0,1.0,0.0
283,0.819515,-0.108464554,-0.021018997,1.0,0.0,0.0
284,0.9408194,-0.0073035546,-0.026571117,1.0,0.0,0.0
285,0.8194958,-0.09712835,0.012745626,1.0,0.0,0.0
286,0.9313898,-0.00091673806,-0.031895235,1.0,0.0,0.0
287,0.77286124,-0.0058280565,-0.0060152337,0.0,1.0,0.0
288,0.14216566,-0.16664071,0.73513496,1.0,0.0,0.0
289,-0.016297195,-0.14253484,0.89950615,0.0,0.0,1.0
290,0.9297189,0.0047262125,-0.029854052,1.0,0.0,0.0
291,0.78211904,-0.12265316,0.015767291,1.0,0.0,0.0
292,0.91224873,-0.14107941,-0.014201727,1.0,0.0,0.0
293,0.73066837,0.06954001,-0.024075963,1.0,0.0,0.0
294,0.9183481,-0.14275236,-0.0093033835,1.0,0.0,0.0
295,0.94341755,-0.0027184673,-0.019420512,1.0,0.0,0.0
296,0.8626767,-0.06055035,0.0010499917,1.0,0.0,0.0
297,0.9495645,-0.15664779,-0.010562446,1.0,0.0,0.0
298,0.9299973,-0.008653801,-0.032605343,1.0,0.0,0.0
299,0.82955027,-0.0020351894,-0.00805961,1.0,0.0,0.0
300,0.8367114,-0.013858888,-0.011725124,1.0,0.0,0.0
301,0.9394964,-0.0066013224,-0.020518042,0.0,1.0,0.0
302,0.9295132,-0.1498098,-0.015799232,1.0,0.0,0.0
303,0.89051664,-0.123665914,-0.015146591,1.0,0.0,0.0
304,0.92167085,-0.12664124,0.013610557,1.0,0.0,0.0
305,0.90412873,-0.08746292,-0.0041360185,1.0,0.0,0.0
306,0.779413,-0.10920492,0.042105637,1.0,0.0,0.0
307,0.87238246,-0.09973605,-0.0029269308,1.0,0.0,0.0
308,0.9261713,-0.113612026,-0.021140229,1.0,0.0,0.0
309,0.9254628,0.004381884,-0.036785476,1.0,0.0,0.0
310,0.9217812,0.012670126,-0.04003097,1.0,0.0,0.0
311,0.9085076,0.0074695833,-0.022145174,1.0,0.0,0.0
312,0.9761544,-0.13733011,-0.017090045,1.0,0.0,0.0
313,0.8302935,-0.20089717,-0.070852496,1.0,0.0,0.0
314,0.80034614,-0.21264641,-0.04831201,1.0,0.0,0.0
315,0.92280006,-0.014870282,-0.046024606,1.0,0.0,0.0
316,0.8587677,-0.23180293,-0.057898305,1.0,0.0,0.0
317,0.9248929,0.00369009,-0.0423415,1.0,0.0,0.0
318,0.91885084,-0.0075932704,-0.046716206,1.0,0.0,0.0
319,0.93418,-0.11499412,-0.009257201,1.0,0.0,0.0
320,0.92070854,0.0017907731,-0.04378126,1.0,0.0,0.0
321,0.8660735,-0.21177112,-0.07760945,1.0,0.0,0.0
322,0.9196748,-0.0027973093,-0.033354193,1.0,0.0,0.0
323,0.9298556,0.0012603365,-0.03378115,1.0,0.0,0.0
324,0.94168353,-0.12371056,-0.00903273,1.0,0.0,0.0
325,0.019788902,-0.11087184,1.003479,0.0,0.0,1.0
326,0.931803,-0.010445569,-0.021470286,1.0,0.0,0.0
327,0.9224199,-0.0122635625,-0.041421026,1.0,0.0,0.0
328,0.9264946,0.004310485,-0.03297098,1.0,0.0,0.0
329,0.9253601,-0.0029662065,-0.04510589,1.0,0.0,0.0
330,0.8390631,-0.112599835,-0.051066868,1.0,0.0,0.0
331,0.25511724,-0.33662844,0.9996896,0.0,0.0,1.0
332,0.8667319,-0.22877319,-0.06533375,1.0,0.0,0.0
333,0.89701927,-0.092080176,0.000579264,1.0,0.0,0.0
334,0.8339191,-0.08725077,-0.014291085,1.0,0.0,0.0
335,0.819116,-0.08737473,-0.0037234277,1.0,0.0,0.0
336,0.8911247,-0.0918913,0.014905721,1.0,0.0,0.0
337,0.95953596,-0.16451411,-0.015469104,1.0,0.0,0.0
338,0.8663112,-0.08651964,-0.012590632,1.0,0.0,0.0
339,0.92779285,0.00021673366,-0.03481149,1.0,0.0,0.0
340,0.88205266,-0.23358177,-0.08513358,1.0,0.0,0.0
341,0.93084806,-0.16139174,-0.017321564,1.0,0.0,0.0
342,0.9198107,0.008480679,-0.040689573,1.0,0.0,0.0
343,0.8121073,-0.20373036,-0.050783955,1.0,0.0,0.0
344,0.80259,-0.22666408,-0.03372591,1.0,0.0,0.0
345,0.793196,-0.20087862,-0.033275247,1.0,0.0,0.0
346,0.8387511,-0.11379051,-0.04376965,1.0,0.0,0.0
347,0.80876625,-0.09695281,0.014096111,1.0,0.0,0.0
348,-0.010868046,0.75660163,-0.048157662,0.0,1.0,0.0
349,0.95020115,-0.13810937,-0.0033165365,1.0,0.0,0.0
350,0.9069039,0.021492783,-0.041431643,1.0,0.0,0.0
351,0.8252305,-0.18707697,-0.06614447,1.0,0.0,0.0
352,0.7952926,-0.2263969,-0.04468967,1.0,0.0,0.0
353,0.74619544,-0.21197109,0.008688599,1.0,0.0,0.0
354,0.9362148,0.0003097616,-0.03056202,1.0,0.0,0.0
355,0.03337672,-0.19713576,0.8818491,0.0,0.0,1.0
356,0.9463233,-0.014057498,-0.025477037,1.0,0.0,0.0
357,0.94392323,-0.14852503,-0.014349945,1.0,0.0,0.0
358,0.94617474,-0.00935084,-0.024146944,1.0,0.0,0.0
359,0.94172513,-0.0103956945,-0.022823103,1.0,0.0,0.0
360,-0.0044597723,-0.09111859,0.85969245,0.0,0.0,1.0
361,0.9240693,-0.09114623,-0.010923471,1.0,0.0,0.0
362,0.9363012,0.011556592,-0.025790997,1.0,0.0,0.0
363,0.7940051,-0.19567318,-0.021167211,1.0,0.0,0.0
364,0.83250785,-0.1085508,-0.018161729,1.0,0.0,0.0
365,0.89893955,0.027578186,-0.040874563,1.0,0.0,0.0
366,0.90256786,0.028377693,-0.03965897,1.0,0.0,0.0
367,0.9056823,0.02813759,-0.039387345,1.0,0.0,0.0
368,0.8224026,-0.086432174,0.0016883053,1.0,0.0,0.0
369,0.84647775,-0.112079725,-0.03954746,1.0,0.0,0.0
370,0.9185008,-0.15803148,-0.009172477,1.0,0.0,0.0
371,0.80009323,-0.2218735,-0.050260715,1.0,0.0,0.0
372,0.92704564,-0.12306921,-0.008269697,1.0,0.0,0.0
373,0.9187338,-0.0024306364,-0.034448706,1.0,0.0,0.0
374,0.8359573,-0.10888401,-0.038777642,1.0,0.0,0.0
375,0.84947556,-0.20618595,-0.06881014,1.0,0.0,0.0
376,0.9202165,-0.0008187704,-0.038379356,1.0,0.0,0.0
377,0.81511915,-0.2187147,-0.062999085,1.0,0.0,0.0
378,0.9095708,0.024438348,-0.03465876,1.0,0.0,0.0
379,0.92488146,-0.010010164,-0.030436285,1.0,0.0,0.0
380,0.9305018,-0.006957192,-0.027001798,1.0,0.0,0.0
381,0.86925364,-0.22225063,-0.08356268,1.0,0.0,0.0
382,0.89113086,0.020624232,-0.04726603,1.0,0.0,0.0
383,0.83155656,0.09059623,-0.007089995,0.0,1.0,0.0
384,0.9406996,-0.014015403,-0.025325395,1.0,0.0,0.0
385,0.03706446,-0.013614584,0.57768977,0.0,0.0,1.0
386,0.8029614,-0.22747354,-0.035951965,1.0,0.0,0.0
387,0.92566216,-0.00058180466,-0.013985895,1.0,0.0,0.0
388,0.9021027,0.01884387,-0.030767925,1.0,0.0,0.0
389,0.9031217,0.019504365,-0.037701868,1.0,0.0,0.0
390,0.9043669,-0.11782488,-0.013258025,1.0,0.0,0.0
391,0.80942595,-0.23047681,-0.049265213,1.0,0.0,0.0
392,0.82029927,-0.09517929,0.0036992803,1.0,0.0,0.0
393,0.8968601,-0.11004084,-0.0023729652,1.0,0.0,0.0
394,0.8139944,-0.09301384,0.009631246,1.0,0.0,0.0
395,0.9438716,2.5924295e-05,-0.01980251,1.0,0.0,0.0
396,-0.08637428,-0.009241898,0.92124534,0.0,0.0,1.0
397,-0.12842463,-0.056704093,0.910699,0.0,0.0,1.0
398,0.9216324,0.0011329018,-0.041744135,1.0,0.0,0.0
399,0.6692491,-0.24411465,0.08808708,1.0,0.0,0.0
400,0.93421996,-0.011382539,-0.02034337,1.0,0.0,0.0
401,0.8302566,-0.10095987,-0.007975034,1.0,0.0,0.0
402,0.9257588,-0.09333153,-0.012581978,1.0,0.0,0.0
403,-0.12562363,0.8510361,0.04546781,0.0,1.0,0.0
404,0.9065762,-0.14719029,-0.01172642,1.0,0.0,0.0
405,0.8288555,-0.10209288,-0.008820176,1.0,0.0,0.0
406,0.38527322,-0.21049435,0.35233712,0.0,0.0,1.0
407,0.0796483,-0.059035707,0.80352545,0.0,0.0,1.0
408,0.81821966,-0.1943795,-0.052452393,1.0,0.0,0.0
409,0.83046573,-0.08905783,-0.01791758,1.0,0.0,0.0
410,0.8162556,-0.088783875,0.0056066997,1.0,0.0,0.0
